시군명,업체명,도로명주소,지번주소,우편번호,전화번호,관리구분명,WGS84위도,WGS84경도,,,,,,
경기 이천시,삼원가스,경기도 이천시 이섭대천로 1126,경기도 이천시 진리동 369-6번지,17381,031-631-5211,자동차충전,37.27078096,127.4464017,,,,,,
경기 이천시,서진충전소,경기도 이천시 황무로 747,경기도 이천시 송정동 231-3번지,17308,031-6314-653,자동차충전,37.30429647,127.4317989,,,,,,
경기 이천시,서창산업(주)이천(하)충전소,경기도 이천시 마장면 중부대로609번길 244-35,경기도 이천시 마장면 목리 142번지 이천휴게소,17384,031-637-0401,자동차충전,37.2645883,127.4036619,,,,,,
경기 이천시,서천가스,경기도 이천시 경충대로 2839,경기도 이천시 관고동 154번지,17379,031-638-5000,자동차충전,37.28961855,127.4265097,,,,,,
경기 이천시,양촌충전소,경기도 이천시 마장면 중부대로 88,경기도 이천시 마장면 양촌리 157-1번지,17387,031-633-1112,자동차충전,37.25600915,127.3460479,,,,,,
경기 이천시,우성충전소,경기도 이천시 부발읍 중부대로 1782,경기도 이천시 부발읍 신원리 558-51번지,17318,031-636-7687,자동차충전,37.28974044,127.5044225,,,,,,
경기 이천시,이천마장충전소(구:신화오엔씨),경기도 이천시 마장면 중부대로 566,경기도 이천시 마장면 표교리 341-1번지,17384,031-638-5102,자동차충전,37.25516514,127.3994563,,,,,,
경기 이천시,장호원LPG충전소,경기도 이천시 장호원읍 경충대로 113,경기도 이천시 장호원읍 장호원리 327-13번지,17421,031-642-4982,자동차충전,37.12362648,127.6152515,,,,,,
경기 파주시,(주)경기에너지,경기도 파주시 시청로 302,경기도 파주시 야동동 94-18번지,10850,031-949-8989,자동차+13kg용기,37.76935886,126.7660226,,,,,,
경기 파주시,(주)교하충전소,경기도 파주시 천정구로 82,경기도 파주시 당하동 338번지,10866,031-957-1177,자동차+13kg용기,37.74285202,126.7517904,,,,,,
경기 파주시,(주)청담산업 문발충전소,경기도 파주시 파주로 65,경기도 파주시 문발동 233-2번지 문발충전소,10880,031-949-9615,자동차충전,37.72500379,126.6966629,,,,,,
경기 파주시,56LPG충전소,경기도 파주시 파주로 723-21,경기도 파주시 교하동 70-8번지,10868,031-923-4700,자동차충전,37.74570924,126.7632484,,,,,,
경기 파주시,㈜서울에너지 파동충전소,경기도 파주시 통일로 647,경기도 파주시 아동동 114-1번지 파동충전소,10944,031-943-1447,자동차충전,37.76770088,126.7926186,,,,,,
경기 파주시,금촌IC LPG충전소,경기도 파주시 파주로 727,경기도 파주시 교하동 70-14번지,10868,031-948-7790,자동차충전,37.74564395,126.7643387,,,,,,
경기 파주시,금촌엘피지(주),경기도 파주시 아리랑로 54,경기도 파주시 금촌동 466-114번지,10912,031-948-3450,자동차충전,37.76493061,126.7655669,,,,,,
경기 파주시,대일충전소,경기도 파주시 새꽃로 312,경기도 파주시 아동동 146-8번지,10944,031-948-4114,자동차충전,37.76944682,126.7862095,,,,,,
경기 파주시,명품주유소(충전소),경기도 파주시 적성면 청송로 978,경기도 파주시 적성면 마지리 115번지 명품충전소,10803,031-958-1131,자동차충전,37.95129131,126.9151094,,,,,,
경기 파주시,미래로충전소,경기도 파주시 미래로 292,경기도 파주시 동패동 20-1번지,10904,031-945-5199,자동차충전,37.70434124,126.7464942,,,,,,
경기 파주시,신성가스공업(주),경기도 파주시 문산읍 통일로 1708,경기도 파주시 문산읍 선유리 966-29번지,10813,031-952-2650,용기+자동차+탱크+13kg용기,37.86005824,126.7897928,,,,,,
경기 파주시,신성석유(주)금촌충전소,경기도 파주시 통일로 598,경기도 파주시 아동동 91-7번지 신성석유(주)금촌충전소,10944,031-941-5252,자동차충전,37.76345303,126.7951794,,,,,,
경기 파주시,케이와이에너지(주)아동충전소,경기도 파주시 새꽃로 279,경기도 파주시 아동동 322-19번지,10944,031-945-0501,자동차충전,37.76870368,126.782572,,,,,,
경기 파주시,태광에너지,경기도 파주시 파주읍 통일로 1120,경기도 파주시 파주읍 봉암리 988-2번지,10839,031-9529-830/,자동차충전,37.8086371,126.7939436,,,,,,
경기 파주시,흥안LPG충전소,경기도 파주시 법원읍 화합로 212,경기도 파주시 법원읍 법원리 402-34번지,10826,031-959-3400,자동차충전,37.84563163,126.890042,,,,,,
경기 평택시,(주)광진 청북가스충전소,경기도 평택시 청북읍 서해로 1578,경기도 평택시 청북읍 후사리 265-39번지,17799,031-681-0089,자동차충전,37.03195049,126.9387178,,,,,,
경기 평택시,(주)대호페트로 갤러리충전소 평택점,경기도 평택시 진위면 남부대로 597,경기도 평택시 진위면 동천리 600-1번지,17711,031-611-1423,자동차충전,37.12654821,127.096729,,,,,,
경기 평택시,(주)동신에너지 안중충전소,경기도 평택시 안중읍 안현로 544,경기도 평택시 안중읍 안중리 195-8번지,17934,031-682-6823,자동차+13kg용기,36.99613212,126.937745,,,,,,
경기 평택시,(주)복연(청룡지점),경기도 평택시 남북대로 910,경기도 평택시 청룡동 40-1번지,17875,031-691-7150,자동차충전,37.03128741,127.1304915,,,,,,
경기 평택시,(주)엘충전소,경기도 평택시 현덕면 서해로 470-6,경기도 평택시 현덕면 기산리 140-108번지,17971,031-682-3773,자동차+탱크,36.94296411,126.9150686,,,,,,
경기 평택시,(주)정원가스,경기도 평택시 평택로 290,경기도 평택시 세교동 441-8번지,17825,031-652-3200,자동차충전,37.00911878,127.0733523,,,,,,
경기 평택시,(주)평송,경기도 평택시 진위면 경기대로 1915,경기도 평택시 진위면 야막리 691-2번지,17705,031-664-8688,자동차충전,37.11524328,127.0633252,,,,,,
경기 평택시,(주)현곡,경기도 평택시 청북읍 청원로 27,경기도 평택시 청북읍 현곡리 287번지,17811,031-683-3223,자동차충전,37.04073083,126.9369103,,,,,,
경기 평택시,금성엘피지충전소,경기도 평택시 현덕면 서해로 300,경기도 평택시 현덕면 권관리 181-7번지,17972,031-686-5148,자동차충전,36.92754122,126.9152201,,,,,,
경기 평택시,기산충전소,경기도 평택시 현덕면 서해로 471,경기도 평택시 현덕면 기산리 140-98번지,17947,031-686-5590,자동차충전,36.94275252,126.9142055,,,,,,
경기 평택시,도원엘피지충전소,경기도 평택시 청원로 1630,경기도 평택시 도일동 992번지,17725,031-611-9071,자동차충전,37.04409384,127.1017312,,,,,,
경기 평택시,동아에너지,경기도 평택시 남북대로 545,경기도 평택시 칠괴동 614번지,17748,031-6647-743,자동차충전,37.02362517,127.091956,,,,,,
경기 평택시,라인45충전소,경기도 평택시 팽성읍 팽성로 226,경기도 평택시 팽성읍 남산리 218-8번지,17996,031-656-3543,자동차충전,36.95456259,127.0606836,,,,,,
경기 평택시,만호엘피지충전소,경기도 평택시 포승읍 서동대로 775,경기도 평택시 포승읍 만호리 400-9번지,17962,031-683-7053,자동차충전,36.95954993,126.8557334,,,,,,
경기 평택시,블루에너지,경기도 평택시 청원로 1409,경기도 평택시 장안동 241-1번지,17738,031-611-5104,자동차충전,37.05259015,127.0796209,,,,,,
경기 평택시,에스케이가스(주),경기도 평택시 포승읍 남양만로 138,경기도 평택시 포승읍 원정리 1346번지 외 7필지,17949,031-680-2963,탱크로리,37.0073229,126.8042851,,,,,,
경기 평택시,에스케이서평택LPG충전소,경기도 평택시 오성면 서동대로 1988,경기도 평택시 오성면 죽리 155-3번지,17926,031-683-9999,자동차충전,37.00516773,126.9637768,,,,,,
경기 평택시,에스케이송탄충전소,경기도 평택시 탄현로 400,경기도 평택시 독곡동 392-4번지,17755,031-663-3151,자동차충전,37.08669416,127.0605748,,,,,,
경기 평택시,에스케이에너지,경기도 평택시 경기대로 1038,경기도 평택시 장당동 67-1번지,17743,031-662-5858,자동차충전,37.04168027,127.0663782,,,,,,
경기 평택시,에스케이평택충전소,경기도 평택시 청북읍 고렴길 161-95,경기도 평택시 청북읍 고렴리 926-1번지,17794,031-683-1171,용기+자동차+13kg용기,37.06317772,126.9315477,,,,,,
경기 평택시,원에너지(주)중도가스(주),경기도 평택시 진위면 남부대로 607,경기도 평택시 진위면 동천리 606-3번지,17711,031-663-8066,자동차+탱크,37.12520956,127.098042,,,,,,
경기 평택시,은실충전소,경기도 평택시 은실고가길 5,경기도 평택시 신대동 75-1번지,17823,031-618-3738,자동차충전,37.00344328,127.0595146,,,,,,
경기 평택시,조이에너지(주) 오성엘피지충전소,경기도 평택시 오성면 오성서로 5,경기도 평택시 오성면 죽리 156-13번지,17926,031-682-8673,자동차충전,37.00579918,126.9658742,,,,,,
경기 평택시,지산엘피지충전소,경기도 평택시 지산로 229,경기도 평택시 지산동 448-5번지,17721,031-611-9015,자동차충전,37.07865047,127.0796458,,,,,,
경기 평택시,칠원동충전소,경기도 평택시 남북대로 660,경기도 평택시 칠원동 440-1번지,17845,031-658-0660,자동차충전,37.02228923,127.1047343,,,,,,
경기 평택시,평택엘피지충전소,경기도 평택시 서동대로 3616,경기도 평택시 합정동 83-1번지,17878,031-658-7764,자동차충전,36.98529041,127.1117577,,,,,,
경기 평택시,평택항이엔에스,경기도 평택시 포승읍 포승향남로 228,경기도 평택시 포승읍 도곡리 148-4번지,17951,031-686-5158,자동차충전,36.99156004,126.8574525,,,,,,
경기 평택시,한국석유공사,경기도 평택시 포승읍 남양만로 175-108,경기도 평택시 포승읍 원정리 1-37번지,17949,031-6801-473,탱크로리,36.9977093,126.789178,,,,,,
경기 평택시,한이에너지,경기도 평택시 오성면 서동대로 2043,경기도 평택시 오성면 죽리 1-2번지,17819,031-683-9888,자동차충전,37.00783566,126.9697265,,,,,,
경기 평택시,한일크린에너지(주),경기도 평택시 청북읍 서해로 1576-2,경기도 평택시 청북읍 후사리 265-43번지,17799,031-683-8989,탱크로리,37.03151963,126.9391033,,,,,,
경기 포천시,(주)삼호에너지 서파충전소,경기도 포천시 내촌면 금강로 3138,경기도 포천시 내촌면 신팔리 91-7번지,11188,031-532-5155,자동차충전,37.84039689,127.2740357,,,,,,
경기 포천시,(주)오름씨앤엔 내촌충전소,경기도 포천시 내촌면 금강로 2427,경기도 포천시 내촌면 내리 275-20번지,11189,031-531-6036,자동차충전,37.79352622,127.2301433,,,,,,
경기 포천시,가산충전소,경기도 포천시 가산면 포천로 895,경기도 포천시 가산면 감암리 178-4번지,11164,031-541-3344,자동차충전,37.84949224,127.1946233,,,,,,
경기 포천시,광릉LPG충전소,경기도 포천시 내촌면 금강로 2113,경기도 포천시 내촌면 음현리 598-21번지 (외),11192,031-534-7220,자동차충전,37.76800961,127.2261485,,,,,,
경기 포천시,광일에너지,경기도 포천시 호국로 1397,경기도 포천시 어룡동 389-2번지,11150,031-535-0920,자동차충전,37.883368,127.1895026,,,,,,
경기 포천시,대성산업(주)북부충전소,경기도 포천시 영중면 호국로 2583,경기도 포천시 영중면 금주리 870-6번지,11131,031-533-5903,용기+자동차+탱크+13kg용기+부탄,37.97464741,127.2481544,,,,,,
경기 포천시,대안가스,경기도 포천시 영북면 문암길 3,경기도 포천시 영북면 문암리 243-9번지,11107,031-536-9895,자동차충전,38.07849302,127.274639,,,,,,
경기 포천시,부흥충전소,경기도 포천시 가산면 부흥로 656,경기도 포천시 가산면 정교리 12-8번지,11167,031-538-2587,자동차충전,37.80849041,127.1839544,,,,,,
경기 포천시,설문제2충전소,경기도 포천시 소흘읍 호국로 261,경기도 포천시 소흘읍 이동교리 379번지,11184,031-542-2877,자동차충전,37.79776072,127.1270931,,,,,,
경기 포천시,송우리LPG충전소,경기도 포천시 소흘읍 호국로 636,경기도 포천시 소흘읍 송우리 460-2번지,11169,031-544-5551,자동차충전,37.82536717,127.1473166,,,,,,
경기 포천시,신북엘피지충전소,경기도 포천시 신북면 호국로 2223,경기도 포천시 신북면 기지리 68-5번지,11139,031-533-2198,자동차충전,37.94638967,127.2348548,,,,,,
경기 포천시,에스케이포천충전소,경기도 포천시 내촌면 금강로 2199-14,경기도 포천시 내촌면 음현리 640번지,11192,031-531-1871,용기+탱크+13kg용기,37.77409409,127.2263872,,,,,,
경기 포천시,일동충전소,경기도 포천시 일동면 화동로 871,경기도 포천시 일동면 기산리 649-9번지,11119,031-535-2544,자동차+13kg용기,37.94247009,127.3099605,,,,,,
경기 포천시,축석충전소,경기도 포천시 소흘읍 호국로 68,경기도 포천시 소흘읍 이동교리 562-1번지,11184,031-543-8877,자동차충전,37.78177545,127.1199168,,,,,,
경기 포천시,포천엘피지충전소,경기도 포천시 영북면 호국로 3603,경기도 포천시 영북면 야미리 254-1번지,11109,031-536-7471,자동차충전,38.05823429,127.2710079,,,,,,
경기 포천시,포천충전소,경기도 포천시 신북면 중앙로 284,경기도 포천시 신북면 가채리 153-2번지,11140,031-533-6331,자동차+13kg용기,37.90951837,127.2121899,,,,,,
경기 포천시,하늘땅충전소,경기도 포천시 내촌면 금강로 2971,경기도 포천시 내촌면 소학리 1-3번지,11188,031-532-0888,자동차충전,37.82866151,127.2646852,,,,,,
경기 하남시,(주)브룩사이드(LPG충전소),경기도 하남시 하남대로 267,경기도 하남시 상산곡동 70-1번지,13027,031-794-4824,자동차충전,37.49942175,127.2316012,,,,,,
경기 하남시,(주)삼표에너지 삼표충전소,경기도 하남시 서하남로 16,경기도 하남시 감북동 446-1번지,12992,031-471-1151,자동차충전,37.51644763,127.1457768,,,,,,
경기 하남시,SK하남충전소,경기도 하남시 창우로 130,경기도 하남시 창우동 522번지 SK하남충전소,13023,031-7952-373,용기+자동차+탱크+13kg용기,37.53775132,127.2292679,,,,,,
경기 하남시,광동충전소,경기도 하남시 아리수로 530,경기도 하남시 망월동 575-1번지,12913,031-792-9088,자동차충전,37.56648756,127.1859988,,,,,,
경기 하남시,만남의광장충전소,경기도 하남시 중부고속도로 117-2,경기도 하남시 천현동 383-4번지,13018,031-793-5800,자동차충전,37.53103225,127.2086706,,,,,,
경기 하남시,위례LPG충전소,경기도 하남시 서하남로 242,경기도 하남시 광암동 223-2번지,12989,031-488-5152,자동차충전,37.51617737,127.1707522,,,,,,
경기 화성시,(주)삼진에너지남양충전소,경기도 화성시 남양읍 화성로 1412,경기도 화성시 남양읍 북양리 202-5번지,18255,031-355-4071,자동차충전,37.22125831,126.8363251,,,,,,
경기 화성시,(주)아이태크,경기도 화성시 양감면 은행나무로 442,경기도 화성시 양감면 대양리 1108-6번지,18631,031-352-6699,자동차충전,37.09734513,126.93989,,,,,,
경기 화성시,(주)한일에너지,경기도 화성시 비봉면 화성로 2045,경기도 화성시 비봉면 구포리 37-1번지,18291,031-355-0675,자동차충전,37.24686589,126.8897712,,,,,,
경기 화성시,KH에너지(주)직영덕우충전소,경기도 화성시 팔탄면 포승향남로 2294,경기도 화성시 팔탄면 덕우리 46-8번지,18577,031-366-5133,자동차충전,37.13112566,126.8556214,,,,,,
경기 화성시,기아자동차(주),경기도 화성시 우정읍 기아자동차로 95,경기도 화성시 우정읍 매향리 966번지,18571,031-359-5075,자동차사,37.03926947,126.7889762,,,,,,
경기 화성시,기아자동차(주),경기도 화성시 우정읍 기아자동차로 95,경기도 화성시 우정읍 매향리 966번지,18571,031-359-5075,자동차사,37.03926947,126.7889762,,,,,,
경기 화성시,뉴시티충전소,경기도 화성시 남양읍 화성로 1286,경기도 화성시 남양읍 송림리 220-7번지 뉴시티충전소,18258,031-357-0405,자동차충전,37.21759781,126.8234293,,,,,,
경기 화성시,뉴타운충전소,경기도 화성시 비봉면 화성로 1589,경기도 화성시 비봉면 양노리 637-7번지,18285,031-355-2045,자동차충전,37.22503606,126.8544288,,,,,,
경기 화성시,뉴타운충전소,경기도 화성시 경기동로 228,경기도 화성시 장지동 194-11번지,18509,031-375-5149,자동차충전,37.15854833,127.0966942,,,,,,
경기 화성시,다원에프엔씨(조암충전소),경기도 화성시 우정읍 호곡길 84,"경기도 화성시 우정읍 호곡리 89-1번지 (호곡리81-1, 81-2)",18558,031-351-6123,용기+자동차+탱크+13kg용기,37.1200717,126.7859249,,,,,,
경기 화성시,대경석유(주) 송산마도IC주유소충전소,경기도 화성시 송산면 화성로 618,경기도 화성시 송산면 삼존리 773-1번지,18549,031-366-7131,자동차충전,37.21128065,126.7574886,,,,,,
경기 화성시,대보유통(주) 화성(목포)엘피지충전소,경기도 화성시 팔탄면 서해안고속도로 301-1,경기도 화성시 팔탄면 덕천리 산102-1번지,18577,031-353-8015,자동차충전,37.14212391,126.8794777,,,,,,
경기 화성시,대보유통(주)화성(상)엘피지충전소,경기도 화성시 팔탄면 서해안고속도로 302-1,경기도 화성시 팔탄면 덕천리 산101-2번지,18531,031-353-8148,자동차충전,37.144629,126.8810449,,,,,,
경기 화성시,로랜드엔코어충전소,경기도 화성시 봉담읍 삼천병마로 1129-4,경기도 화성시 봉담읍 상리 464-6번지,18295,031-227-1480,자동차충전,37.20800955,126.9434119,,,,,,
경기 화성시,발안엘피지충전소,경기도 화성시 향남읍 서해로 806,경기도 화성시 향남읍 발안리 27-31번지 화성발안가스충전소,18595,031-354-9581,자동차충전,37.13367451,126.8963107,,,,,,
경기 화성시,병점대교충전소,경기도 화성시 효행로 869-6,경기도 화성시 진안동 832-39번지,18367,031-223-4249,자동차충전,37.20691728,127.0236811,,,,,,
경기 화성시,비봉서일가스충전소,경기도 화성시 비봉면 서해로 1902,경기도 화성시 비봉면 양노리 41-3번지,18293,031-3571-616,자동차충전,37.22811394,126.8787963,,,,,,
경기 화성시,삼화충전소,경기도 화성시 비봉면 비봉로 487,경기도 화성시 비봉면 삼화리 4-1번지,18283,031-357-9557,자동차충전,37.25879726,126.8502388,,,,,,
경기 화성시,송산(시흥방향)충전소,경기도 화성시 송산면 평택시흥고속도로 25,경기도 화성시 송산면 고정리 349-26번지,18248,031-357-8192,자동차충전,37.23803429,126.7561214,,,,,,
경기 화성시,송산(평택방향)충전소,경기도 화성시 송산면 평택시흥고속도로 25,경기도 화성시 송산면 고정리 349-26번지,18248,031-357-8194,자동차충전,37.23803429,126.7561214,,,,,,
경기 화성시,신도시충전소,경기도 화성시 경기동로 541,경기도 화성시 장지동 861-9번지,18510,031-8007-6688,자동차충전,37.1493341,127.1292761,,,,,,
경기 화성시,씨에스석유산업(주) 야목역충전소,경기도 화성시 매송면 매송로 279,경기도 화성시 매송면 야목리 801번지,18286,031-296-9606,자동차충전,37.26016893,126.8859988,,,,,,
경기 화성시,제이에이치충전소,경기도 화성시 팔탄면 서해로 962,경기도 화성시 팔탄면 지월리 550-16번지,18530,031-352-5149,자동차충전,37.14741894,126.8923841,,,,,,
경기 화성시,조일엘피지충전소,경기도 화성시 우정읍 기아자동차로 649-17,경기도 화성시 우정읍 화산리 24-4번지 (조일엘피지충전소),18569,031-351-2024,자동차충전,37.06813839,126.8066712,,,,,,
경기 화성시,청우충전소,경기도 화성시 팔탄면 서해로 1409-9,경기도 화성시 팔탄면 창곡리 437-4번지,18524,031-353-5169,자동차충전,37.18648226,126.8812556,,,,,,
경기 화성시,캐피탈충전소,경기도 화성시 향남읍 발안로 448,경기도 화성시 향남읍 동오리 229-1번지,18624,031-366-5139,자동차충전,37.13069145,126.9560249,,,,,,
경기 화성시,코끼리충전소,경기도 화성시 마도면 화성로 907,경기도 화성시 마도면 두곡리 487-7번지,18540,031-355-1589,자동차충전,37.20344283,126.7875405,,,,,,
경기 화성시,풍천가스충전소,경기도 화성시 비봉면 비봉로 366,경기도 화성시 비봉면 삼화리 773-1번지 풍천가스충전소,18283,031-355-9669,자동차충전,37.24802639,126.8487302,,,,,,
경기 화성시,해뜨는충전소,경기도 화성시 봉담읍 삼천병마로 1124,경기도 화성시 봉담읍 상리 465-5번지,18295,031-298-2407,자동차충전,37.20777991,126.9444166,,,,,,
경기 화성시,현대자동차(주)남양연구소,경기도 화성시 남양읍 현대연구소로 150,경기도 화성시 남양읍 장덕리 772-1번지 연구개발본부 연구개발시설관리팀,18280,031-368-6106,자동차충전,37.15940064,126.8135082,,,,,,
경기 화성시,현대자동차(주)남양연구소,경기도 화성시 남양읍 현대연구소로 150,경기도 화성시 남양읍 장덕리 772-1번지 연구개발본부 연구개발시설관리팀,18280,031-368-6106,자동차충전,37.15940064,126.8135082,,,,,,
경기 화성시,현대자동차(주)남양연구소,경기도 화성시 남양읍 현대연구소로 150,경기도 화성시 남양읍 장덕리 772-1번지 연구개발본부 연구개발시설관리팀,18280,031-368-6106,자동차충전,37.15940064,126.8135082,,,,,,
경기 화성시,화성엘피지충전소,경기도 화성시 팔탄면 구장길 106,경기도 화성시 팔탄면 구장리 103번지,18527,031-354-6610,용기+자동차+탱크+13kg용기,37.16774232,126.897031,,,,,,
경기 화성시,화성융릉LPG충전소,경기도 화성시 효행로 446,경기도 화성시 안녕동 188-510번지,18324,031-221-5414,자동차충전,37.2106096,126.9841226,,,,,,
경기 화성시,화성충전소,경기도 화성시 우정읍 포승향남로 1552,경기도 화성시 우정읍 한각리 228-1번지,18563,031-351-9000,자동차충전,37.08490548,126.8006678,,,,,,
경기 화성시,화성향남엘피지충전소,경기도 화성시 향남읍 향남로 272,경기도 화성시 향남읍 방축리 460번지,18607,031-354-2186,자동차충전,37.11939144,126.9188132,,,,,,
